site,ENVIRONMENT,SOCIOECONOMIC,CHRONOLOGY,USI,elevation,species,part,sex,age,carbon,oxygen,nitrogen
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-47,411,human,,,,-16.9,,15
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-48,411,human,,,,-15.9,,13.5
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-56,411,human,,,,-17.1,,15.8
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-57,411,human,,,,-17.2,,12.4
Aktogai,E - ARID/MOUNTAIN STEPPE,,IRON AGE,EA-SI-49,411,human,,,,-17.5,,12.7
Aktogai,E - ARID/MOUNTAIN STEPPE,,IRON AGE,EA-SI-55,411,human,,,,-16.2,,15.8
Ak-Koitas IV,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-58,878,human,,,,-18.5,,13.4
Ak-Koitas V,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-59,873,human,,,,-17.7,,13.9
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-20,2300,human,,,,-17.4,,13.4
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-26,2300,human,,,,-17.3,,13.2
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-27,2300,human,,,,-15.8,,13.5
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-30,2300,human,,,,-15.9,,12.4
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-31,2300,human,,,,-15.4,,11.8
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-32,2300,human,,,,-16.2,,12.5
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-33,2300,human,,,,-15.3,,12.4
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-34,2300,human,,,,-15.4,,11.8
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-35,2300,human,,,,-15.7,,11.3
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-36,2300,human,,,,-15.6,,12.3
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-37,2300,human,,,,-15.5,,13.3
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,LT-KZ-38,2300,human,,,,-16.5,,12.9
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0939,,human,,female,adolescent,-18.2,,12.2
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0957,,human,,female,adolescent,-17.6,,13.9
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0976,,human,,male,adolescent,-18,,12.6
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0992,,human,,,adolescent,-18.2,,12.1
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0948,,human,,,adolescent,-19,,11.4
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0978,,human,,,adolescent,-17.5,,14.5
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A1018,,human,,male,adolescent,-19.1,,11.1
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0996,,human,,,adolescent,-18.5,,11.5
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A1012,,human,,,adolescent,-18.8,,11.2
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0982,,human,,male,adolescent,-17.8,,13.6
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0986,,human,,female,young adult,-19.4,,14.8
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A1014,,human,,,young adult,-18.3,,12.8
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0937,,human,,female,young adult,-17.9,,14.2
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0988,,human,,male,young adult,-18,,13.8
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0971,,human,,male,middle adult,-19.1,,11.6
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0985,,human,,female,middle adult,-19.7,,10.9
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0989,,human,,male,middle adult,-18.5,,12.5
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0981,,human,,male,old adult,-18.4,,12.2
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0979,,human,,female,middle adult,-18.2,,12.3
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0941,,human,,female,middle adult,-18.2,,13.5
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A1011,,human,,female,middle adult,-18.2,,12.3
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0967,,human,,male,middle adult,-19,,12.3
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0995,,human,,male,middle adult,-18.4,,12.6
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0956,,human,,male,middle adult,-17.9,,14.5
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0972,,human,,male,middle adult,-18.3,,15.2
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0947,,human,,,middle adult,-19.4,,10.6
Kamennyi Ambar,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA‐5 A0973,,human,,,middle adult,-17.9,,14.1
Sukhanikha,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,deer,,,J,-20.5,,5.5
Sukhanikha,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,goat,,,J,-18.8,,6.8
Sukhanikha,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,goat,,,,-20.7,,3.8
Sukhanikha,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,ovicaprid,,,,-20.8,,3.8
Sukhanikha,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,caprine,,,J,-19.6,,6.9
Sukhanikha,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,deer,,,,-21.3,,4.3
Uibat V,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,bear,,,,-18.3,,3.5
Itkol I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,cattle,,,,-20.3,,
Itkol I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,horse,,,,-21.1,,4.4
Itkol I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,pre-BRONZE AGE,,,roe deer,,,,-20.8,,4.5
Itkol III,D - MOUNTAIN/FOREST STEPPE,NOMADIC,BRONZE AGE,,,sheep,,,,-18.3,,5.1
Itkol III,D - MOUNTAIN/FOREST STEPPE,NOMADIC,BRONZE AGE,,,wolf,,,,-18.7,,8.5
Kamenniy Ostrov,D - MOUNTAIN/FOREST STEPPE,NOMADIC,BRONZE AGE,,,dog,,,,-15.7,,12.8
Kamenniy Ostrov,D - MOUNTAIN/FOREST STEPPE,NOMADIC,BRONZE AGE,,,horse,,,,-20.3,,7.2
Kamenniy Ostrov,D - MOUNTAIN/FOREST STEPPE,NOMADIC,BRONZE AGE,,,horse,tooth,,,-21.8,,
Itkol I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,BRONZE AGE,,,horse,,,J,-19.1,,5.8
Bolshaya Erba II,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,dog,,,,-17.4,,11.4
Khistaglar I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,dog,,,,-18.9,,11.2
Chernoye Ozero I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,dog,,,,-18.6,,11.2
Chernoye Ozero I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,dog,,,,-17.1,,11.2
Chernoye Ozero I,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,dog,,,,-17.4,,11.8
Uzun-Khir,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,dog,,,,-18.2,,12.4
Chilannygtakh,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,cattle,,,,-21.1,,4.7
Chilannygtakh,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,goat,,,,-19,,6.2
Chilannygtakh,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,horse,,,,-21.4,,4.1
Chilannygtakh,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,roe deer,,,,-21.2,,4.1
Bolshaya Erba II,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,,,sheep,,,,-19.9,,
Karasuk River,D - MOUNTAIN/FOREST STEPPE,,MODERN,,,carp,,,,-23.1,,8.8
Karasuk River,D - MOUNTAIN/FOREST STEPPE,,MODERN,,,pike,,,,-23.2,,12.4
Karasuk River,D - MOUNTAIN/FOREST STEPPE,,MODERN,,,pike,,,,-25.3,,14.9
Sukhanikha Bay,D - MOUNTAIN/FOREST STEPPE,,MODERN,,,sazan,,,,-23.9,,9.5
Zagheh-Tr ,G - ARID DESERT,NOMADIC,pre-BRONZE AGE,IR4010,,caprine,tooth,,,-9.43,28.27,
Zagheh-Tr ,G - ARID DESERT,NOMADIC,pre-BRONZE AGE,IR-4020,,caprine,tooth,,AT,-8.04,25.72,
Zagheh-Tr ,G - ARID DESERT,NOMADIC,pre-BRONZE AGE,IR-4030,,caprine,tooth,,AT,-8.3,25.73,
"Sagzabad Tr, AL - VII",G - ARID DESERT,NOMADIC,BRONZE AGE,IR-1110,,caprine,tooth,,AT,-8.05,23.4,
"Sagzabad Tr, AL - VII",G - ARID DESERT,NOMADIC,BRONZE AGE,IR-1120,,caprine,tooth,,AT,-7,27.36,
"Sagzabad Tr, AL - VII",G - ARID DESERT,NOMADIC,BRONZE AGE,S1,,hemione,tooth,,AT,-10.03,28.45,
Zagheh-Tr ,G - ARID DESERT,NOMADIC,pre-BRONZE AGE,T6,,hemione,tooth,,AT,-7.7,28.34,
Chehr Abad,G - ARID DESERT,,LATE ANTIQUITY,SM1.3,,human,,,,-18.07,,12.87
Chehr Abad,G - ARID DESERT,,LATE ANTIQUITY,SM1.4,,human,,,,217.73,,12.6
Tsengel Khairkan,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,T3A-M1,2290,horse,tooth,male,AT,-10.7,-10.12,
Tsengel Khairkan,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,T3A-M2,2290,horse,tooth,male,AT,-10.7,-9.96,
Tsengel Khairkan,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,T3A-M3,2290,horse,tooth,male,AT,-10.5,-11.08,
Tsengel Khairkan,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,T1-M1,2290,horse,tooth,male,J,-10.4,-11.82,
Tsengel Khairkan,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,T1-M2,2290,horse,tooth,male,J,-9.8,-11.43,
Tsengel Khairkan,D - MOUNTAIN/FOREST STEPPE,NOMADIC,IRON AGE,T1-M3,2290,horse,tooth,male,J,-9.8,-11.75,
